date;PM10;NO2;O3;SO2;PM25;CO;TEMP;DV;PP;PA;VV;RS;UR;NOx;NO
11/01/2019 12:30;;10,76;83,8;7,17;;0,672;29,54;9,2;0;914,67;1,73;944,01;45;;
11/01/2019 13:30;;11,39;87,89;6,93;;0,627;30,06;359,02;0;914,03;1,58;729,91;43;;
11/01/2019 14:30;;11,49;84,47;7,4;;0,652;30,04;290,29;0;913,26;1,72;585,19;41;;
11/01/2019 15:30;;22,05;86,85;7,71;;0,733;30,41;336,3;0;912,48;1,95;441,13;42;;
11/01/2019 16:30;;20,35;88,94;7,77;;0,691;29,87;28,74;0;911,91;1,99;354,15;44;;
11/01/2019 17:30;;10,77;98,95;8,25;;0,606;29,58;128,25;0;911,53;2,05;300,13;45;;
11/01/2019 18:30;;12,52;94,46;8,41;;0,625;27,51;124,03;0;911,45;1,87;70,14;50;;
11/01/2019 19:30;;12,59;73,17;7,03;;0,673;26,61;121,46;0;911,71;1,41;30,3;53;;
11/01/2019 20:30;;8,46;46,99;5,08;;0,663;25,74;123,86;0;912,11;1,38;0;54;;
11/01/2019 21:30;;8,38;34,51;3,96;;0,717;24,95;104,57;0;912,66;0,9;0;57;;
11/01/2019 22:30;;4,22;19,58;2,29;;0,716;24,27;112,89;0;913,39;0,85;0;58;;
11/01/2019 23:30;;4,05;18,58;2,3;;0,694;24,05;107,55;0;913,51;1,36;0;60;;
12/01/2019 00:30;;2,69;8,35;;;0,709;22,98;26,56;0;913,18;0,61;0;65;;
12/01/2019 01:30;;2,24;8,59;;;0,742;22,69;16,83;0;912,93;0,49;0;68;;
12/01/2019 02:30;;0,82;9,3;;;0,644;22,62;118,04;0;912,53;1,18;0;69;;
12/01/2019 03:30;;1,27;8,19;1,16;;0,692;21,55;31,87;0;912,2;0,39;0;73;;
12/01/2019 04:30;;0,76;8,06;1,16;;0,622;21,74;142,01;0;912,13;1,47;0;68;;
12/01/2019 05:30;;4,14;16,86;2,75;;0,681;21,37;78,47;0;912,61;1,32;0;70;;
12/01/2019 06:30;;10,27;31,98;5,3;;0,703;20,68;118,13;0;913,23;1,1;5,25;75;;
12/01/2019 07:30;;13,22;59,73;8,92;;0,717;22,22;116,6;0;913,97;1,34;169,54;71;;
12/01/2019 08:30;;13,22;65,32;8,44;;0,688;24,77;43,19;0;914,28;1,66;400,28;64;;
12/01/2019 09:30;;6,27;75,63;7,79;;0,599;26,27;140,68;0;914,68;2,11;619,29;59;;
12/01/2019 10:30;;8,85;78,46;7,23;;0,612;27,48;36,21;0;914,77;2,27;748,65;55;;
12/01/2019 11:30;;7,45;86,73;7,07;;0,575;27,94;63,7;0;914,39;2,08;623,47;52;;
12/01/2019 12:30;;6,96;87,53;6,99;;0,569;29,95;44,17;0;913,49;2,13;1080,13;45;;
12/01/2019 13:30;;6,92;86,86;6,38;;0,541;31,33;88,51;0;912,92;2,22;945,08;41;;
12/01/2019 14:30;;9,16;90,53;6,62;;0,564;30,45;353,29;0;912,3;1,56;375,39;42;;
12/01/2019 15:30;;15,38;91,25;7,22;;0,624;29,78;344,31;0;911,5;1,99;259,41;44;;
12/01/2019 16:30;;15,85;91,67;7,75;;0,66;29,78;346,89;0;910,82;2,14;336,58;46;;
12/01/2019 17:30;;30,2;138,69;8,42;;0,817;25,61;329,3;0,4;910,63;1,51;47,43;69;;
12/01/2019 18:30;;41,78;89,13;8,39;;1,022;26,05;324,42;0;910,78;0,8;79,84;64;;
12/01/2019 19:30;;35,4;60,53;7,11;;0,989;25,38;193,84;0;911,07;0,5;11,64;65;;
12/01/2019 20:30;;28,14;36,41;5,14;;1,252;24,46;198,44;0;911,56;0,71;0;66;;
12/01/2019 21:30;;6,82;26,8;3,98;;0,725;24,78;170,8;0;912,05;0,83;0;55;;
12/01/2019 22:30;;5,51;14,84;2,31;;0,756;23,98;338,73;0;912,8;0,88;0;60;;
12/01/2019 23:30;;3,07;18,37;2,3;;0,635;23,86;113,04;0;913,43;1,29;0;63;;
13/01/2019 00:30;;1,38;9,37;1,15;;0,637;23,37;92,41;0;913,22;1,41;0;67;;
13/01/2019 01:30;;1,22;9,52;1,15;;0,645;23,13;116,28;0;912,79;1,54;0;68;;
13/01/2019 02:30;;0,69;9,9;1,13;;0,639;22,95;111,61;0;913,12;1,77;0;69;;
13/01/2019 03:30;;0,62;9,4;1,12;;0,609;22,18;125,32;0;913,03;1,86;0;72;;
13/01/2019 04:30;;0,47;8,72;1,12;;0,626;21,47;112,54;0;912,88;1,64;0;75;;
13/01/2019 05:30;;1,67;18,97;2,68;;0,6;21,11;106,67;0;913,1;1,49;0;76;;
13/01/2019 06:30;;5,24;34,7;4,98;;0,647;20,7;108,65;0;913,58;1,38;4,02;77;;
13/01/2019 07:30;;7,62;56,29;8,91;;0,634;21,6;127;0;914,29;2,09;139,46;73;;
13/01/2019 08:30;;3,69;64,04;8;;0,564;23,03;126,42;0;914,63;2,43;313,2;67;;
13/01/2019 09:30;;5,57;64,76;7,19;;0,596;24,55;92,78;0;914,93;2,38;444,42;63;;
13/01/2019 10:30;;4,89;70,92;6,53;;0,58;25,93;70,63;0;915,23;2,32;676,65;59;;
13/01/2019 11:30;;6,15;76,77;6,34;;0,563;27,07;20,65;0;914,97;2,24;788,03;54;;
13/01/2019 12:30;;6,76;79,28;6,25;;0,556;28,95;356,69;0;914,22;1,94;955,5;47;;
13/01/2019 13:30;;6,43;83,65;5,76;;0,542;30,13;0,48;0;913,56;2,02;1093,59;44;;
13/01/2019 14:30;;7,06;83,55;6,29;;0,519;30,86;343,33;0;912,81;1,71;716,4;40;;
13/01/2019 15:30;;6,83;79,54;6,72;;0,511;31,54;344,4;0;911,89;1,83;723,76;36;;
13/01/2019 16:30;;7,57;76,38;7,35;;0,513;31,44;52,99;0;911,3;1,77;385,32;35;;
13/01/2019 17:30;;11,73;79,76;7,94;;0,567;29,67;57,54;0;911,19;1,8;96,74;42;;
13/01/2019 18:30;;;;;;;28,44;106,59;0;911,44;2,43;60,86;45;;
13/01/2019 19:30;;4,51;57,55;6,37;;0,558;26,93;119,18;0;911,86;2,36;8,27;49;;
13/01/2019 20:30;;2,93;39,9;4,83;;0,576;25,84;122,85;0;912,38;2,36;0;53;;
13/01/2019 21:30;;3,63;28,12;3,85;;0,611;24,95;114;0;912,82;1,82;0;55;;
13/01/2019 22:30;;1,89;15,08;2,31;;0,587;24,44;112,4;0;913,57;2;0;56;;
13/01/2019 23:30;;1,49;14,83;2,31;;0,595;24,08;108,83;0;913,75;2,07;0;54;;
14/01/2019 00:30;;1,21;7,73;1,15;;0,646;23,15;65,29;0;913,61;1,33;0,01;58;;
14/01/2019 01:30;;0,78;8,71;1,16;;0,634;22,87;77,38;0;912,99;1,48;0,01;60;;
14/01/2019 02:30;;1,21;7,17;1,15;;0,627;22,07;2,36;0;912,92;0,88;0;64;;
14/01/2019 03:30;;0,64;7,34;1,13;;0,625;21,74;126,6;0;912,98;1,29;0,01;65;;
14/01/2019 04:30;;0,46;7,52;1,13;;0,599;21,62;129,91;0;913,2;2,31;0,03;67;;
14/01/2019 05:30;;3,21;15,49;2,63;;0,638;20,92;94,99;0;913,49;1,7;0,03;71;;
14/01/2019 06:30;;7,86;29,53;4,87;;0,697;20,42;124,28;0;914,03;1,86;4,62;75;;
14/01/2019 07:30;;9,71;52,39;8,61;;0,682;21,37;131,05;0;914,99;2,13;140,62;72;;
14/01/2019 08:30;;;51,98;8,22;;0,784;23,63;113,78;0;915,22;2,51;371,24;65;;
14/01/2019 09:30;6;;49,88;;;0,707;25,68;71,18;0;915,29;2,28;597,48;58;;
14/01/2019 10:30;12;8,6;54,36;;;;26,97;64,65;0;915,35;2,35;788,08;53;;
14/01/2019 11:30;13;14,41;;7,35;;;28,44;12,16;0;914,91;2,45;931,52;49;;
14/01/2019 12:30;9;8,06;48,1;6,89;;0,558;29,33;122,27;0;914,24;2,32;962,24;45;;
14/01/2019 13:30;12;6,91;49,4;5,73;;0,608;30,66;121,73;0;913,79;2,18;1028,12;39;;
14/01/2019 14:30;16;13,56;45,57;6,1;;0,654;31,54;3,85;0;913,11;2,36;809,46;37;;
14/01/2019 15:30;23;17,85;43,89;6,6;;0,669;32,38;8,64;0;912,15;2,62;700,53;36;;
14/01/2019 16:30;16;13,35;44,75;6,48;;0,617;31,46;47,21;0;911,5;2,53;453,98;38;;
14/01/2019 17:30;15;13,12;46,34;7,06;;0,625;31,52;108,04;0;911,26;2,53;409,01;38;;
14/01/2019 18:30;16;19,15;38,12;6,94;;0,663;29,29;81,04;0;911,49;2,01;92,04;41;;
14/01/2019 19:30;19;13,84;31,88;6,34;;0,624;27,65;84,95;0;911,74;1,99;16,54;44;;
14/01/2019 20:30;11;10,29;20,25;4,61;;0,638;26,47;82,96;0;912,17;1,56;0;50;;
14/01/2019 21:30;9;4,28;20,66;3,48;;0,628;25,75;131,08;0;912,64;2,51;0;54;;
14/01/2019 22:30;10;2,05;13,44;2,07;;0,648;25,06;126,11;0;913,39;2,16;0;58;;
14/01/2019 23:30;7;1,97;12,25;2,09;;0,641;24,45;117,9;0;914,06;1,79;0;60;;
15/01/2019 00:30;5;0,77;5,08;1,03;;0,623;23,71;136,73;0;913,93;1,3;0;63;;
15/01/2019 01:30;3;0,53;4,28;1,04;;0,604;23,24;131,28;0;913,62;1,34;0;64;;
15/01/2019 02:30;5;0,39;4,24;1;;0,593;23,01;131,76;0;913,35;1,52;0;65;;
15/01/2019 03:30;4;0,62;3,73;0,98;;0,598;22,21;60,39;0;913,21;0,93;0;69;;
15/01/2019 04:30;4;0,62;3,4;0,98;;0,608;21,83;123,61;0;913,3;1,23;0;71;;
15/01/2019 05:30;3;1,68;7,18;2,38;;0,621;21,54;152,52;0;913,59;1,21;0;73;;
15/01/2019 06:30;2;7,78;8,84;4,47;;0,672;21,2;188,42;0;914,24;1,33;8,73;75;;
15/01/2019 07:30;18;17,76;12,63;8,38;;0,831;22,77;110,25;0;914,8;1,35;132,67;70;;
15/01/2019 08:30;17;17,72;15,38;8,46;;0,804;25,75;22,38;0;915,27;1,86;362,98;61;;
15/01/2019 09:30;17;12,24;21,61;7,57;;0,707;27,05;30,73;0;915,41;1,97;584,38;56;;
15/01/2019 10:30;20;13,87;27,37;6,68;;0,696;28,5;7,47;0;915,63;2,16;774,75;52;;
15/01/2019 11:30;16;13,84;43,25;6,89;;0,645;29,63;349,79;0;915,3;2,05;917,86;47;;
15/01/2019 12:30;26;17,34;63,24;6,44;;0,621;30,33;6,34;0;914,68;2,24;842,43;44;;
15/01/2019 13:30;23;21,17;70;6,78;;0,673;30,99;345,7;0;913,83;2,13;648,88;42;;
15/01/2019 14:30;16;21,33;71,84;6,79;;0,661;32,91;359,84;0;913,04;2,22;951,25;38;;
15/01/2019 15:30;22;23,12;72,04;6,86;;0,663;31,83;346,48;0;912,36;2,16;434,83;39;;
15/01/2019 16:30;26;21,69;74,54;7,09;;0,655;33,84;353,05;0;911,56;2,14;658;35;;
15/01/2019 17:30;23;31,48;57,09;7,86;;0,706;31,29;5,91;0;911,33;2,11;125,78;40;;
15/01/2019 18:30;24;30,86;38,05;8,09;;0,732;30,39;7,4;0;911,41;2,4;103;43;;
15/01/2019 19:30;14;17,37;30,22;6,37;;0,626;29,15;41,22;0;912,06;2,03;20,65;47;;
15/01/2019 20:30;11;9,43;23,18;4,36;;0,611;27,61;109,61;0;912,44;1,52;0;51;;
15/01/2019 21:30;24;6,12;17,2;3,47;;0,632;26,66;130,41;0;913,06;1,06;0;54;;
15/01/2019 22:30;4;2,3;8,73;2,09;;0,601;26,27;122,36;0;913,61;1,61;0;54;;
15/01/2019 23:30;8;3,3;8,54;2,12;;0,613;25,44;75,75;0;914,22;1,05;0;58;;
16/01/2019 00:30;11;1,44;4,16;;;0,624;24,62;101,82;0;914,11;1,05;0;63;;
16/01/2019 01:30;8;0,74;4,17;1,09;;0,585;24,07;125,78;0;913,73;1,16;0;66;;
16/01/2019 02:30;13;0,79;3,8;1,09;;0,605;23,44;201,55;0;913,58;0,98;0;69;;
16/01/2019 03:30;7;0,7;3,35;1,1;;0,618;22,82;202,39;0;913,25;1,12;0;72;;
16/01/2019 04:30;6;0,73;3,01;1,08;;0,594;22,32;202,36;0;913,48;1,29;0;74;;
16/01/2019 05:30;13;4,16;4,55;2,52;;0,613;22,05;218,67;0;914,03;1,2;0;75;;
16/01/2019 06:30;16;15,2;2,37;5,07;;0,808;21,61;248,72;0;914,64;0,36;6,98;77;;
16/01/2019 07:30;11;16,96;15,3;8,43;;0,704;23,93;125,81;0;915,3;0,63;130,5;67;;
16/01/2019 08:30;10;12,02;22;7,84;;0,671;27,15;101,06;0;915,57;1,86;356,89;56;;
16/01/2019 09:30;;15,05;24,38;7,27;;0,697;28,69;35,09;0;915,53;2,22;581,25;52;;
16/01/2019 10:30;15;13,9;31,33;7,19;;0,677;29,81;8,84;0;915,44;2,17;775,5;50;;
16/01/2019 11:30;20;13,54;52,56;6,73;;0,614;31,2;327,41;0;915,35;1,82;926,06;45;;
16/01/2019 12:30;24;21,08;69,66;6,81;;0,649;32,08;342,08;0;914,67;1,95;832,65;41;;
16/01/2019 13:30;19;23,12;73,02;6,97;;0,654;32,76;345,88;0;913,87;1,85;586,22;;;
16/01/2019 14:30;43;24,98;68,43;7,07;;0,672;33,04;343,17;0;913,15;2,26;741,25;38;;
16/01/2019 15:30;43;32,73;58,46;7,38;;0,746;32,14;338,18;0;912,49;1,84;238,55;38;;
16/01/2019 16:30;51;43,17;42,14;7,73;;0,812;30,86;335,47;0;911,94;1,57;58,03;40;;
16/01/2019 17:30;29;34,55;43,27;7,98;;0,794;29,15;257,33;0;911,94;1,46;16,14;49;;
16/01/2019 18:30;26;25,46;34,68;7,86;;0,763;28,01;247,45;0;912,17;1,39;42,17;56;;
16/01/2019 19:30;27;17,7;31,97;6,3;;0,698;27,25;215,33;0;912,31;1,78;1,7;58;;
16/01/2019 20:30;22;10,35;27,66;4,63;;0,645;25,4;227,14;0;913,16;2,26;0,02;63;;
16/01/2019 21:30;26;9,04;23,24;3,49;;0,639;25,45;241,97;0;913,72;1,24;0,02;60;;
16/01/2019 22:30;20;7,17;11,18;2,09;;0,747;25,61;241,5;0;913,91;0,8;0;59;;
16/01/2019 23:30;19;5,55;12,71;1,92;;0,683;25,65;248,01;0;914,32;0,89;0;59;;
17/01/2019 00:30;22;1,7;7,59;0,98;;0,642;25,31;217,48;0;913,89;1,33;0;60;;
17/01/2019 01:30;14;1,61;6,54;1,01;;0,625;24,81;82,16;0;913,88;1,21;0;62;;
17/01/2019 02:30;15;2;5,81;1,08;;0,655;23,86;34,95;0;913,31;1,09;0;63;;
17/01/2019 03:30;11;1,04;7,25;1,13;;0,632;23,18;220,48;0;913,09;1,43;0;62;;
17/01/2019 04:30;10;1,12;7;1,11;;0,643;22,61;249,04;0;912,92;1,34;0;65;;
17/01/2019 05:30;16;5,66;12,89;2,53;;0,67;22,59;289,61;0;913,4;1,29;0;66;;
17/01/2019 06:30;31;24,18;9,28;5,06;;0,92;22,56;305,67;0;914,06;1,4;5,94;68;;
17/01/2019 07:30;47;55,43;7,79;9,95;;1,174;23,18;332,03;0;915,08;2,06;47,47;66;;
17/01/2019 08:30;32;31,41;22,43;9,72;;0,963;23,31;334,89;0;915,98;2,77;268,59;69;;
17/01/2019 09:30;49;29,74;34,56;10,72;;0,88;25,56;330,56;0;916,12;2,44;535;62;;
17/01/2019 10:30;41;24,14;49,51;14,83;;0,767;28,08;346,36;0;915,86;1,62;747,64;54;;
17/01/2019 11:30;25;19,72;56,6;9,78;;0,723;29,36;344,03;0;915,52;2,58;787,19;51;;
17/01/2019 12:30;23;18,03;59,04;7,81;;0,666;29,91;354,79;0;915,01;2,32;874,99;50;;
17/01/2019 13:30;18;19,87;56,18;7,4;;0,673;30,56;347,73;0;914,22;2,25;691,7;48;;
17/01/2019 14:30;;;;;;;33,11;344,37;0;912,87;3,19;1006,89;40;;
17/01/2019 15:30;21;20,58;64,28;7,62;;0,632;32,44;348,79;0;912,2;2,98;790,53;42;;
17/01/2019 16:30;21;20,74;61,73;7,61;;0,603;33,73;357,13;0;911,2;2,31;636,14;35;;
17/01/2019 17:30;31;37;53,97;8,38;;0,719;30,07;340,28;0;911,22;2,04;33,94;43;;
17/01/2019 18:30;28;26,33;58,34;7,45;;0,699;26,53;247,29;0;911,42;2,16;36,99;61;;
17/01/2019 19:30;22;19,86;51,49;6,72;;0,648;24,57;224,91;0;911,38;2,76;8,99;64;;
17/01/2019 20:30;24;13,93;37,75;4,86;;0,684;24,27;213,08;0;911,72;2,34;0,03;62;;
17/01/2019 21:30;19;8,61;30,26;3,57;;0,67;24,3;199,7;0;912,46;2,05;0,03;62;;
17/01/2019 22:30;21;10,45;9,82;2,03;;0,835;24,04;125,96;0;913,42;0,42;0,04;63;;
17/01/2019 23:30;18;8,79;10,87;2,01;;0,799;23,73;230,34;0;913,67;1,82;0,05;63;;
18/01/2019 00:30;23;3,09;5,97;0,94;;0,759;23,63;233,48;0;913,47;1,68;0,04;64;;
18/01/2019 01:30;12;1,61;6,91;0,99;;0,645;23,07;224,82;0;913,03;1,75;0,03;66;;
18/01/2019 02:30;13;1,36;5,97;0,95;;0,65;22,61;236,01;0;912,71;1,04;0,03;69;;
18/01/2019 03:30;11;2,18;4;0,92;;0,694;22;176,62;0;912,55;0,65;0,05;73;;
18/01/2019 04:30;8;1,84;5,25;0,94;;0,633;21,57;185,16;0;912,44;0,64;0,05;72;;
18/01/2019 05:30;8;8,62;7,19;2,21;;0,656;21,26;128,42;0;912,54;0,35;0,04;74;;
18/01/2019 06:30;16;25,41;3;4,59;;0,937;20,95;192,78;0;912,97;0,28;4,5;77;;
18/01/2019 07:30;28;39,51;9,78;8,41;;0,988;22,91;99,17;0;913,46;0,7;116,97;73;;
18/01/2019 08:30;26;21,57;25,55;7,78;;0,769;26,83;46,74;0;913,77;1,8;350,01;59;;
18/01/2019 09:30;20;16,03;32,79;7,06;;0,686;27,85;25,15;0;914,12;2,35;566,79;56;;
18/01/2019 10:30;19;15,74;41,72;5,91;;0,66;29,1;10,1;0;914,37;2,28;755,15;53;;
18/01/2019 11:30;20;17,03;60,15;5,75;;0,657;30,38;2,08;0;914,08;2,14;858,91;50;;
18/01/2019 12:30;28;16,4;71,53;5,83;;0,63;30,95;359,35;0;913,55;1,83;641,09;47;;
18/01/2019 13:30;17;16,13;63,72;5,74;;0,628;32,66;350,07;0;912,75;2,14;858,96;41;;
18/01/2019 14:30;11;20,94;55,98;6,33;;0,639;31,83;1,12;0;911,91;2,4;463,53;41;;
18/01/2019 15:30;20;18,8;53,35;6,21;;0,599;33,36;3,33;0;910,85;2,58;545,26;35;;
18/01/2019 16:30;20;21,48;41,16;6,72;;0,661;32,2;356,87;0;910,26;3,8;524,46;40;;
18/01/2019 17:30;26;30,08;41,01;7,63;;0,709;32,39;355,2;0;910,12;3,23;350,09;39;;
18/01/2019 18:30;21;28,28;35,95;7,57;;0,676;30,37;19,27;0;909,97;2,22;81,97;43;;
18/01/2019 19:30;15;20,2;29,76;6,07;;0,627;28,85;60,5;0;910,4;1,73;12,73;47;;
18/01/2019 20:30;10;8,97;24,02;4,33;;0,595;27,63;128,75;0;911,02;2,13;0,02;54;;
18/01/2019 21:30;14;7,73;14,52;3,26;;0,613;26,63;76,76;0;911,12;1,72;0,04;59;;
18/01/2019 22:30;14;3,04;9,69;1,85;;0,595;25,81;128,52;0;911,71;1,84;0,03;62;;
18/01/2019 23:30;12;2,76;10,8;1,77;;0,603;25,16;138,75;0;912,34;1,65;0,01;62;;
19/01/2019 00:30;7;0,83;5,57;0,88;;0,579;24,78;143,35;0;912,38;1,81;0,01;61;;
19/01/2019 01:30;9;0,88;5,34;0,98;;0,59;24,3;111,52;0;911,95;1,52;0;63;;
19/01/2019 02:30;11;0,7;5,36;0,91;;0,574;23,8;140,42;0;911,47;1,75;0;64;;
19/01/2019 03:30;6;0,5;5,34;0,91;;0,576;23,31;132,27;0;911,39;1,73;0;65;;
19/01/2019 04:30;5;0,41;5,07;0,89;;0,576;22,86;141,99;0;911,63;1,65;0;67;;
19/01/2019 05:30;6;2,04;10,58;2,14;;0,577;22,34;130,75;0;911,97;1,4;0;69;;
19/01/2019 06:30;6;4,71;18,91;4,22;;0,591;22,18;146,85;0;912,39;1,65;3,56;69;;
19/01/2019 07:30;8;10,69;30,39;6,9;;0,644;23,2;135,14;0;912,86;1,18;96,56;65;;
19/01/2019 08:30;10;14,14;28,87;7,25;;0,679;26,71;17,24;0;913,27;1,56;356,76;54;;
19/01/2019 09:30;12;10,05;32,36;7;;0,616;27,94;82,39;0;913,3;2,09;579,4;50;;
19/01/2019 10:30;25;9,73;36,43;6,72;;0,687;28,58;48,02;0;913,3;2,93;773,96;49;;
19/01/2019 11:30;12;7,14;45,84;5,73;;0,564;29,67;91,31;0;913,18;2,26;864,7;47;;
19/01/2019 12:30;13;11,01;49,66;5,73;;0,594;30,09;23,93;0;912,9;2,36;660,31;46;;
19/01/2019 13:30;17;10,72;52,54;5,69;;0,59;31,35;29,09;0;912,29;2,42;845,26;43;;
19/01/2019 14:30;12;11,91;54,52;5,81;;0,57;32,59;351,91;0;911,54;2,35;813,33;38;;
19/01/2019 15:30;13;11,68;56,96;5,79;;0,541;33,59;358,7;0;910,73;2,16;832,53;33;;
19/01/2019 16:30;12;11,11;58,99;5,87;;0,545;34,12;12,01;0;910,1;2,28;657,23;30;;
19/01/2019 17:30;12;15,57;59,12;6,59;;0,553;34;16,57;0;909,7;1,94;443,51;30;;
19/01/2019 18:30;16;17,68;49,48;6,61;;0,591;32,27;349,99;0;909,59;2,6;206,59;34;;
19/01/2019 19:30;18;17,08;31,33;5,52;;0,634;29,54;12,29;0;910,05;2,07;19,78;39;;
19/01/2019 20:30;10;7,18;24,16;3,9;;0,597;28,14;111,9;0;910,77;1,73;0,01;41;;
19/01/2019 21:30;16;7,86;17,05;3,11;;0,658;27,29;89,26;0;911,06;1,26;0,03;41;;
19/01/2019 22:30;11;5,38;7,77;1,84;;0,684;26,2;65,32;0;911,91;0,94;0,04;45;;
19/01/2019 23:30;7;3,05;9,67;1,95;;0,658;25,46;114,28;0;912,34;1,23;0,04;51;;
20/01/2019 00:30;12;2,36;3,9;1,03;;0,697;24,71;89,14;0;912,04;0,71;0,02;56;;
20/01/2019 01:30;14;1,37;4,31;1,03;;0,694;24,04;155,25;0;911,46;0,81;0,03;60;;
20/01/2019 02:30;10;0,78;4,49;1,12;;0,663;23,42;207,16;0;911,25;1,39;0,04;63;;
20/01/2019 03:30;7;0,81;4,14;1,03;;0,656;22,9;187,42;0;911,3;1,06;0,01;65;;
20/01/2019 04:30;8;1,16;3,36;0,92;;0,656;22,24;174,74;0;911,28;0,64;0,03;68;;
20/01/2019 05:30;16;5,05;5,92;2,15;;0,671;21,91;94,15;0;911,45;0,67;0,01;68;;
20/01/2019 06:30;2;13,03;9,15;4,37;;0,726;22,11;59,77;0;911,83;0,46;4,82;67;;
20/01/2019 07:30;12;19,41;20,56;8,12;;0,722;23,54;13,29;0;912,53;0,8;88,06;62;;
20/01/2019 08:30;11;7,01;30,62;7,82;;0,619;25,47;217,51;0;913,31;1,65;280,16;56;;
20/01/2019 09:30;13;5,83;29,86;6,92;;0,617;27,32;53,43;0;913,87;1,51;381,12;51;;
20/01/2019 10:30;12;7,46;36,31;5,84;;0,596;29,06;24,24;0;914,16;1,46;602,37;46;;
20/01/2019 11:30;12;8,07;48,12;5,65;;0,589;30,12;337,85;0;914,1;1,44;857,54;43;;
20/01/2019 12:30;11;11,2;55,99;5,99;;0,627;31,65;347,59;0;913,5;1,92;979,81;39;;
20/01/2019 13:30;8;8,87;58,18;5,69;;0,584;32,53;347,51;0;913,05;2,36;867,78;36;;
20/01/2019 14:30;8;11,37;60,43;5,83;;0,602;32,09;347,29;0;912,31;1,75;457,81;37;;
20/01/2019 15:30;11;9,83;62,88;6,2;;0,6;32,43;328,48;0;911,69;1,4;348,69;36;;
20/01/2019 16:30;21;11,75;56,18;7,87;;0,619;32,75;332,16;0;911,12;1,55;446,36;37;;
20/01/2019 17:30;24;18,13;56,44;8,23;;0,663;31,24;343,64;0;910,65;2,84;191,46;41;;
20/01/2019 18:30;26;14,57;63,19;6,58;;0,641;25,43;258,11;16,4;911,38;2,6;16,2;65;;
20/01/2019 19:30;15;20,64;39,87;5,55;;0,763;21,33;297,74;5,2;912,57;1,36;1,31;89;;
20/01/2019 20:30;20;16,7;26,57;3,99;;0,827;21,86;254,85;0,2;912,81;0,96;0,03;90;;
20/01/2019 21:30;16;16,87;16,62;3,11;;0,928;22,24;256,64;0,4;913,06;0,64;0,1;91;;
20/01/2019 22:30;29;13,13;10,38;1,85;;1,072;22,6;335,7;0;913,26;0,35;0,1;91;;
20/01/2019 23:30;17;6,5;11,81;1,76;;0,795;23,02;213,47;0;913,78;1,21;0,06;84;;
21/01/2019 00:30;16;1,35;6,23;0,92;;0,643;23,34;161,56;0;913,76;0,66;0,03;75;;
21/01/2019 01:30;15;0,87;6,39;0,91;;0,587;23,61;185,88;0;913,38;0,97;0,01;72;;
21/01/2019 02:30;8;0,68;6,1;0,94;;0,577;23,61;190,07;0;913,08;1,16;0;;;
21/01/2019 03:30;6;0,93;5,39;0,93;;0,574;23,38;269,65;0;912,9;0,59;0,01;69;;
21/01/2019 04:30;7;1,2;4,79;0,9;;0,555;23,13;186,28;0;912,86;0,57;0,01;69;;
21/01/2019 05:30;9;6,23;8,1;2,12;;0,569;22,67;113,84;0;912,66;0,73;0;68;;
21/01/2019 06:30;11;8,59;17,74;4,04;;0,585;22,26;159,49;0;912,68;1,11;5,61;69;;
21/01/2019 07:30;7;14,15;30,78;6,94;;0,614;23,25;152,09;0;913,3;1,37;104,46;64;;
21/01/2019 08:30;9;13,44;31,26;6,76;;0,644;26,24;117,58;0;913,99;1,69;346,18;56;;
21/01/2019 09:30;22;13,49;32,39;6,34;;0,636;27,41;53,7;0;914,45;2,17;564,15;55;;
21/01/2019 10:30;12;9,34;40,2;5,52;;0,59;27,97;113,77;0;914,89;2,27;747,95;54;;
21/01/2019 11:30;16;11,72;43,8;5,52;;0,598;29,15;50,07;0;914,99;2,21;868,05;52;;
21/01/2019 12:30;11;9,09;56,31;5,64;;0,567;30,09;132,63;0;914,72;2,24;959,11;49;;
21/01/2019 13:30;15;14,25;56,08;5,6;;0,603;30,21;15,06;0;914,06;2,44;578,54;50;;
21/01/2019 14:30;14;17,42;52,42;5,81;;0,583;28,95;36,41;0;913,46;1,85;187,91;52;;
21/01/2019 15:30;24;17,81;54,07;5,82;;0,619;30,69;38,79;0;912,59;1,86;514,71;48;;
21/01/2019 16:30;19;20,51;58,35;5,93;;0,605;30,39;50,04;0;912,28;1,46;287,27;47;;
21/01/2019 17:30;20;17,42;61,09;6,45;;0,585;29,44;131,01;0;912,08;1,39;133,72;49;;
21/01/2019 18:30;18;10,11;49,53;6,32;;0,566;28,43;188,7;0;912,12;1,67;100,65;53;;
21/01/2019 19:30;16;8,88;37,63;5,31;;0,55;27,38;167,41;0;912,82;1,7;15,07;55;;
21/01/2019 20:30;12;6,15;28,64;3,85;;0,577;26,35;192,53;0;913,51;1,32;0,04;61;;
21/01/2019 21:30;26;5,93;24,23;2,98;;0,611;25,31;298,47;0;914,62;2,83;0,05;65;;
21/01/2019 22:30;7;3,24;16,83;1,74;;0,608;23,21;271,37;0;914,69;2;0,04;68;;
21/01/2019 23:30;;4,05;14,31;1,74;;0,602;23,44;209,08;0;914,5;1;0,05;66;;
22/01/2019 00:30;6;1,15;8,03;;;0,584;23,58;197,14;0;914,22;1,57;0,04;64;;
22/01/2019 01:30;9;0,78;6,99;;;0,553;23,26;204,02;0;913,76;1,67;0,02;69;;
