date;PM10;NO2;O3;SO2;PM25;CO
09/10/2019 22:30;30;2,85;;;16;0,115
09/10/2019 23:30;19;1,6;;;14;
10/10/2019 00:30;9;0,82;;;;
10/10/2019 01:30;;0,52;;;8;
10/10/2019 02:30;;0,44;;;12;
10/10/2019 03:30;;0,31;;;9;
10/10/2019 04:30;;0,45;;;12;
10/10/2019 05:30;;1,47;;;10;
10/10/2019 06:30;11;7,22;;;9;
10/10/2019 07:30;19;18,19;;;12;0,159
10/10/2019 08:30;;13,05;;;10;0,156
10/10/2019 09:30;20;12,49;;;11;0,178
10/10/2019 10:30;24;15,21;;;13;0,205
10/10/2019 11:30;23;6,61;;;10;0,139
10/10/2019 12:30;;7,94;;;12;0,166
10/10/2019 13:30;20;13,78;;;13;0,223
10/10/2019 14:30;24;12,89;;;17;0,245
10/10/2019 15:30;19;10,61;;;;0,186
10/10/2019 16:30;;11,58;;;13;0,177
10/10/2019 17:30;30;10,97;;;9;0,142
10/10/2019 18:30;21;12,58;;;12;0,141
10/10/2019 19:30;15;10,1;;;12;0,113
10/10/2019 20:30;17;7,76;;;11;0,107
10/10/2019 21:30;21;7,56;;;16;0,116
10/10/2019 22:30;30;8,42;;;13;0,266
10/10/2019 23:30;;7,59;;;10;0,184
11/10/2019 00:30;;1,52;;;15;
11/10/2019 01:30;;0,92;;;12;
11/10/2019 02:30;;0,45;;;9;
11/10/2019 03:30;;0,45;;;12;
11/10/2019 04:30;;0,62;;;19;
11/10/2019 05:30;;2,22;;;6;
11/10/2019 06:30;;5;;;8;
11/10/2019 07:30;;8,53;;;11;
11/10/2019 08:30;;8,35;;;17;
11/10/2019 09:30;;7,44;;;9;
11/10/2019 10:30;;8,28;;;8;0,12
11/10/2019 11:30;;9,2;;;19;0,142
11/10/2019 12:30;;9,06;;;10;0,157
11/10/2019 13:30;;9,21;;;8;0,181
11/10/2019 14:30;;18,33;;;13;0,258
11/10/2019 15:30;;21,18;;;12;0,289
11/10/2019 16:30;;13,88;;;15;0,231
11/10/2019 17:30;;15,04;;;11;0,189
11/10/2019 18:30;;10,78;;;11;0,133
11/10/2019 19:30;;11,97;;;10;0,109
11/10/2019 20:30;;8,72;;;9;0,103
11/10/2019 21:30;;4,52;;;9;
11/10/2019 22:30;;2,82;;;7;
11/10/2019 23:30;;1,92;;;14;
12/10/2019 00:30;;0,97;;;10;
12/10/2019 01:30;;;;;;
12/10/2019 02:30;;0,73;;;9;
12/10/2019 03:30;;0,77;;;13;
12/10/2019 04:30;;0,68;;;9;
12/10/2019 05:30;;1,26;;;12;
12/10/2019 06:30;;3,22;;;9;
12/10/2019 07:30;;5,8;;;10;
12/10/2019 08:30;;6,06;;;13;0,105
12/10/2019 09:30;;5,38;;;14;0,13
12/10/2019 10:30;;6,43;;;12;0,163
12/10/2019 11:30;;8,12;;;16;0,211
12/10/2019 12:30;;9,22;;;11;0,224
12/10/2019 13:30;;7,8;;;14;0,228
12/10/2019 14:30;;9,39;;;14;0,236
12/10/2019 15:30;;10,98;;;19;0,247
12/10/2019 16:30;;14,03;;;21;0,263
12/10/2019 17:30;;21,22;;;34;0,311
12/10/2019 18:30;;13,85;;;24;0,231
12/10/2019 19:30;;7,61;;;20;0,165
12/10/2019 20:30;;6;;;10;0,181
12/10/2019 21:30;;4,81;;;14;0,151
12/10/2019 22:30;;4,64;;;15;0,182
12/10/2019 23:30;;3,78;;;20;0,155
13/10/2019 00:30;;1,68;;;17;0,15
13/10/2019 01:30;;2,75;;;20;0,166
13/10/2019 02:30;;1,01;;;16;0,112
13/10/2019 03:30;;0,56;;;15;
13/10/2019 04:30;;0,66;;;10;
13/10/2019 05:30;;1,22;;;14;
13/10/2019 06:30;;2,47;;;10;
13/10/2019 07:30;;8,3;;;16;
13/10/2019 08:30;;6,54;;;11;0,111
13/10/2019 09:30;;4,95;;;10;0,125
13/10/2019 10:30;;5,85;;;13;0,152
13/10/2019 11:30;;7,33;;;14;0,198
13/10/2019 12:30;;8,69;;;14;0,201
13/10/2019 13:30;;6,98;;;9;0,195
13/10/2019 14:30;;8,97;;;17;0,207
13/10/2019 15:30;;8,94;;;18;0,213
13/10/2019 16:30;;10,02;;;23;0,226
13/10/2019 17:30;;12,31;;;28;0,225
13/10/2019 18:30;;13,05;;;26;0,234
13/10/2019 19:30;;12,26;;;35;0,242
13/10/2019 20:30;;8,07;;;36;0,255
13/10/2019 21:30;;5,95;;;24;0,189
13/10/2019 22:30;;4,57;;;20;0,172
13/10/2019 23:30;;2,05;;;13;0,118
14/10/2019 00:30;;0,93;;;17;0,11
14/10/2019 01:30;;0,61;;;15;0,1
14/10/2019 02:30;;0,57;;;18;
14/10/2019 03:30;;0,54;;;22;
14/10/2019 04:30;;0,68;;;13;
14/10/2019 05:30;;2,95;;;23;0,109
14/10/2019 06:30;;7,14;;;18;0,135
14/10/2019 07:30;;20,14;;;19;0,211
14/10/2019 08:30;;22,49;;;23;0,272
14/10/2019 09:30;;17,04;;;23;0,245
14/10/2019 10:30;;12,32;;;10;0,243
14/10/2019 11:30;;16,96;;;18;0,29
14/10/2019 12:30;;14,72;;;20;0,274
14/10/2019 13:30;;15,66;;;19;0,27
14/10/2019 14:30;;15,98;;;9;0,257
14/10/2019 15:30;;9,6;;;26;0,222
14/10/2019 16:30;;12,2;;;38;0,266
14/10/2019 17:30;;18,36;;;20;0,248
14/10/2019 18:30;;18,99;;;13;0,21
14/10/2019 19:30;;29,88;;;11;0,279
14/10/2019 20:30;;15,88;;;13;0,198
14/10/2019 21:30;;16,15;;;20;0,269
14/10/2019 22:30;;3,36;;;11;0,144
14/10/2019 23:30;;2,11;;;13;
15/10/2019 00:30;;0,83;;;19;0,105
15/10/2019 01:30;;0,64;;;16;0,114
15/10/2019 02:30;;0,61;;;12;
15/10/2019 03:30;;0,72;;;14;
15/10/2019 04:30;;0,7;;;13;
15/10/2019 05:30;;3,08;;;9;0,102
15/10/2019 06:30;;12,03;;;30;0,177
15/10/2019 07:30;;21,48;;;26;0,251
15/10/2019 08:30;;28,36;;;27;0,336
15/10/2019 09:30;;26,58;;;28;0,414
15/10/2019 10:30;;18,53;;;25;0,397
15/10/2019 11:30;;11,94;;;13;0,336
15/10/2019 12:30;;7,6;;;16;0,274
15/10/2019 13:30;;;;;;
15/10/2019 14:30;;9,72;;;23;0,275
15/10/2019 15:30;;11,73;;;36;0,312
15/10/2019 16:30;;12,44;;;31;0,299
15/10/2019 17:30;;15,59;;;16;0,233
15/10/2019 18:30;;17;;;22;0,214
15/10/2019 19:30;;16,04;;;16;0,221
15/10/2019 20:30;;13,47;;;29;0,255
15/10/2019 21:30;;9,42;;;41;0,313
15/10/2019 22:30;;4,95;;;62;0,378
15/10/2019 23:30;;4,32;;;47;0,325
16/10/2019 00:30;;1,28;;;36;0,252
16/10/2019 01:30;;0,58;;;24;0,162
16/10/2019 02:30;;0,48;;;18;0,122
16/10/2019 03:30;;0,51;;;18;0,113
16/10/2019 04:30;;0,8;;;23;0,12
16/10/2019 05:30;;1,84;;;20;0,124
16/10/2019 06:30;;5,35;;;26;0,153
16/10/2019 07:30;;;;;;
16/10/2019 08:30;;12,69;;;36;0,225
16/10/2019 09:30;;;;;;
16/10/2019 10:30;;15,56;;;54;0,329
16/10/2019 11:30;;;;;;
16/10/2019 12:30;;18,27;;;52;0,342
16/10/2019 13:30;;20,67;;;54;0,393
16/10/2019 14:30;;11,05;;;24;0,238
16/10/2019 15:30;;16,4;;;27;0,272
16/10/2019 16:30;;15,99;;;29;0,265
16/10/2019 17:30;;;;;;
16/10/2019 18:30;;18,75;;;16;0,194
16/10/2019 19:30;;31,62;;;60;0,434
16/10/2019 20:30;;19,39;;;98;0,593
16/10/2019 21:30;;8,32;;;64;0,343
16/10/2019 22:30;;4,65;;;64;0,338
16/10/2019 23:30;;7,12;;;60;0,346
17/10/2019 00:30;;2,32;;;37;0,24
17/10/2019 01:30;;1,12;;;32;0,189
17/10/2019 02:30;;0,91;;;35;0,179
17/10/2019 03:30;;0,9;;;36;0,198
17/10/2019 04:30;;0,87;;;30;0,179
17/10/2019 05:30;;3,05;;;24;0,155
17/10/2019 06:30;;;;;30;
17/10/2019 07:30;;16,77;;;27;0,243
17/10/2019 08:30;;15,03;;;41;0,304
17/10/2019 09:30;;14,14;;;36;0,291
17/10/2019 10:30;;14,87;;;39;0,287
17/10/2019 11:30;;15,32;;;35;0,29
17/10/2019 12:30;;19,56;;;26;0,279
17/10/2019 13:30;;17,88;;;21;0,246
17/10/2019 14:30;;19,13;;;28;0,308
17/10/2019 15:30;;19,57;;;43;0,339
17/10/2019 16:30;;27,33;;;41;0,322
17/10/2019 17:30;;33,19;;;35;0,332
17/10/2019 18:30;;19,26;;;34;0,317
17/10/2019 19:30;;22,99;;;62;0,448
17/10/2019 20:30;;13,88;;;85;0,477
17/10/2019 21:30;;10,7;;;70;0,404
17/10/2019 22:30;;5,36;;;67;0,399
17/10/2019 23:30;;5,5;;;50;0,381
18/10/2019 00:30;;1,7;;;55;0,336
18/10/2019 01:30;;1,39;;;52;0,342
18/10/2019 02:30;;1,23;;;45;0,289
18/10/2019 03:30;;1,2;;;34;0,274
18/10/2019 04:30;;1,19;;;39;0,265
18/10/2019 05:30;;;;;;
18/10/2019 06:30;;7,82;;;29;0,234
18/10/2019 07:30;;31,58;;;27;0,366
18/10/2019 08:30;;33,41;;;40;0,422
18/10/2019 09:30;;34,62;;;49;0,445
18/10/2019 10:30;;27,98;;;49;0,441
18/10/2019 11:30;;30,52;;;35;0,441
18/10/2019 12:30;;27,01;;;33;0,436
18/10/2019 13:30;;26,06;;;42;0,427
18/10/2019 14:30;;26,37;;;40;0,435
18/10/2019 15:30;;17,61;;;48;0,383
18/10/2019 16:30;;36,26;;;46;0,453
18/10/2019 17:30;;37,23;;;77;0,531
18/10/2019 18:30;;35,1;;;113;0,695
18/10/2019 19:30;;36,33;;;105;0,756
18/10/2019 20:30;;29,15;;;70;0,726
18/10/2019 21:30;;12,43;;;52;0,511
18/10/2019 22:30;;6,28;;;72;0,572
18/10/2019 23:30;;5,57;;;59;0,507
19/10/2019 00:30;;2,32;;;60;0,465
19/10/2019 01:30;;2,53;;;77;0,514
19/10/2019 02:30;;3,28;;;64;0,484
19/10/2019 03:30;;2,17;;;71;0,463
19/10/2019 04:30;;1,8;;;50;0,332
19/10/2019 05:30;;4,53;;;54;0,33
19/10/2019 06:30;;9,34;;;62;0,335
19/10/2019 07:30;;15,75;;;65;0,4
19/10/2019 08:30;;17,23;;;72;0,439
19/10/2019 09:30;;16,86;;;58;0,435
19/10/2019 10:30;;14,68;;;48;0,439
19/10/2019 11:30;;16,61;;;52;0,458
19/10/2019 12:30;;24,67;;;45;0,453
19/10/2019 13:30;;13,79;;;24;0,351
19/10/2019 14:30;;18,07;;;24;0,344
19/10/2019 15:30;;18,08;;;31;0,368
19/10/2019 16:30;;29,03;;;33;0,383
19/10/2019 17:30;;23,53;;;36;0,34
19/10/2019 18:30;;11,31;;;27;0,298
19/10/2019 19:30;;7,48;;;19;0,219
19/10/2019 20:30;;5,09;;;20;0,193
19/10/2019 21:30;;4,49;;;14;0,174
19/10/2019 22:30;;3,06;;;14;0,169
19/10/2019 23:30;;2,96;;;16;0,14
20/10/2019 00:30;;1,17;;;17;0,104
20/10/2019 01:30;;1,02;;;8;
20/10/2019 02:30;;0,59;;;10;
20/10/2019 03:30;;0,46;;;9;
20/10/2019 04:30;;;;;13;
20/10/2019 05:30;;2,04;;;10;
20/10/2019 06:30;;2,93;;;10;
20/10/2019 07:30;;6,65;;;13;
20/10/2019 08:30;;4,51;;;12;
20/10/2019 09:30;;5,44;;;17;0,118
20/10/2019 10:30;;4,89;;;28;0,163
20/10/2019 11:30;;6,63;;;20;0,211
20/10/2019 12:30;;10,35;;;28;0,249
20/10/2019 13:30;;8,54;;;21;0,239
20/10/2019 14:30;;;;;;
20/10/2019 15:30;;6,22;;;28;0,221
20/10/2019 16:30;;9,65;;;27;0,202
20/10/2019 17:30;;7,33;;;14;0,155
20/10/2019 18:30;;8,13;;;20;0,162
20/10/2019 19:30;;5,67;;;15;0,12
20/10/2019 20:30;;4,66;;;17;0,118
20/10/2019 21:30;;3,23;;;16;
20/10/2019 22:30;;1,78;;;13;
20/10/2019 23:30;;1,44;;;27;0,135
21/10/2019 00:30;;0,71;;;27;0,127
21/10/2019 01:30;;0,73;;;28;0,11
21/10/2019 02:30;;0,71;;;30;0,1
21/10/2019 03:30;;1,1;;;38;0,111
21/10/2019 04:30;;1,02;;;31;0,106
21/10/2019 05:30;;2,36;;;24;0,116
21/10/2019 06:30;;10,91;;;30;0,17
21/10/2019 07:30;;31,15;;;42;0,316
21/10/2019 08:30;;24,04;;;37;0,302
21/10/2019 09:30;;31,5;;;38;0,414
21/10/2019 10:30;;31,3;;;38;0,44
21/10/2019 11:30;;29,05;;;43;0,498
21/10/2019 12:30;;26,93;;;26;0,413
21/10/2019 13:30;;26,9;;;31;0,413
21/10/2019 14:30;;;;;;
21/10/2019 15:30;;36,56;;;27;0,449
21/10/2019 16:30;;40,92;;;23;0,452
21/10/2019 17:30;;51,85;;;27;0,527
21/10/2019 18:30;;47,35;;;31;0,498
21/10/2019 19:30;;33,15;;;31;0,448
21/10/2019 20:30;;26,54;;;37;0,413
21/10/2019 21:30;;19,66;;;31;0,402
21/10/2019 22:30;;6,58;;;26;0,297
21/10/2019 23:30;;6,67;;;30;0,278
22/10/2019 00:30;;3,14;;;24;0,248
22/10/2019 01:30;;2,25;;;26;0,215
22/10/2019 02:30;;2,35;;;23;0,205
22/10/2019 03:30;;1,71;;;24;0,203
22/10/2019 04:30;;3,07;;;29;0,211
22/10/2019 05:30;;9,18;;;34;0,304
22/10/2019 06:30;;20,85;;;43;0,469
22/10/2019 07:30;;40,5;;;34;0,566
22/10/2019 08:30;;29,74;;;29;0,429
22/10/2019 09:30;;33,23;;;32;0,458
22/10/2019 10:30;;33,37;;;28;0,45
22/10/2019 11:30;;37,56;;;27;0,457
22/10/2019 12:30;;31,23;;;22;0,362
22/10/2019 13:30;;29,91;;;20;0,36
22/10/2019 14:30;;28,81;;;11;0,329
22/10/2019 15:30;;26,77;;;16;0,318
22/10/2019 16:30;;;;;;
22/10/2019 17:30;;45,79;;;15;0,366
22/10/2019 18:30;;35,37;;;;0,32
22/10/2019 19:30;;23,48;;;16;0,266
22/10/2019 20:30;;16,01;;;16;0,254
22/10/2019 21:30;;4,6;;;12;0,169
22/10/2019 22:30;;3,23;;;18;0,185
22/10/2019 23:30;;2,41;;;11;0,135
23/10/2019 00:30;;0,78;;;14;0,103
23/10/2019 01:30;;0,61;;;19;
23/10/2019 02:30;;0,52;;;13;
23/10/2019 03:30;;0,4;;;7;
23/10/2019 04:30;;0,58;;;14;
23/10/2019 05:30;;3,08;;;10;
23/10/2019 06:30;;7,57;;;12;
23/10/2019 07:30;;14,02;;;14;0,139
23/10/2019 08:30;;14,38;;;9;0,185
23/10/2019 09:30;;;;;;
23/10/2019 10:30;;13,94;;;15;0,266
23/10/2019 11:30;;16,33;;;11;0,29
23/10/2019 12:30;;13,23;;;16;0,268
23/10/2019 13:30;;20,23;;;12;0,306
23/10/2019 14:30;;17,77;;;14;0,29
23/10/2019 15:30;;13,68;;;20;0,259
23/10/2019 16:30;;10,39;;;16;0,22
23/10/2019 17:30;;10,61;;;14;0,189
23/10/2019 18:30;;16,17;;;11;0,206
23/10/2019 19:30;;11,95;;;12;0,149
23/10/2019 20:30;;8,75;;;9;0,127
23/10/2019 21:30;;7,28;;;9;0,136
23/10/2019 22:30;;2,93;;;10;
23/10/2019 23:30;;2;;;6;
24/10/2019 00:30;;0,59;;;1;
24/10/2019 01:30;;0,5;;;4;
24/10/2019 02:30;;0,5;;;4;
24/10/2019 03:30;;0,55;;;2;
24/10/2019 04:30;;0,72;;;;
24/10/2019 05:30;;2,27;;;9;
24/10/2019 06:30;;7,15;;;5;
24/10/2019 07:30;;16;;;4;0,122
24/10/2019 08:30;;13,22;;;11;0,141
24/10/2019 09:30;;11,46;;;8;0,155
24/10/2019 10:30;;9,91;;;8;0,184
24/10/2019 11:30;;15,89;;;14;0,235
24/10/2019 12:30;;13,67;;;12;0,241
24/10/2019 13:30;;18,25;;;9;0,278
24/10/2019 14:30;;26,1;;;13;0,34
24/10/2019 15:30;;20,81;;;10;0,264
24/10/2019 16:30;;14,43;;;13;0,211
24/10/2019 17:30;;20,06;;;13;0,215
24/10/2019 18:30;;21,41;;;8;0,194
24/10/2019 19:30;;13,09;;;6;0,124
24/10/2019 20:30;;8,67;;;4;0,101
24/10/2019 21:30;;6,09;;;8;
24/10/2019 22:30;;3,73;;;7;
24/10/2019 23:30;;5,01;;;8;
25/10/2019 00:30;;2,8;;;7;
25/10/2019 01:30;;1,08;;;13;
25/10/2019 02:30;;0,79;;;8;
25/10/2019 03:30;;1,3;;;5;
25/10/2019 04:30;;1,11;;;7;
25/10/2019 05:30;;7,35;;;14;
25/10/2019 06:30;;22,81;;;15;0,335
25/10/2019 07:30;;37,84;;;17;0,396
25/10/2019 08:30;;34,73;;;12;0,366
25/10/2019 09:30;;35;;;9;0,422
25/10/2019 10:30;;31,64;;;19;0,407
25/10/2019 11:30;;29,46;;;21;0,403
25/10/2019 12:30;;36,96;;;25;0,441
25/10/2019 13:30;;31,84;;;17;0,404
25/10/2019 14:30;;25,11;;;20;0,347
25/10/2019 15:30;;15,7;;;11;0,249
25/10/2019 16:30;;22,99;;;22;0,383
25/10/2019 17:30;;49,28;;;16;0,724
25/10/2019 18:30;;54,99;;;22;0,989
25/10/2019 19:30;;39,18;;;14;0,762
25/10/2019 20:30;;21,74;;;11;0,409
25/10/2019 21:30;;9,55;;;12;0,274
25/10/2019 22:30;;3,43;;;14;0,167
25/10/2019 23:30;;2,29;;;14;
26/10/2019 00:30;;0,89;;;12;
26/10/2019 01:30;;0,87;;;11;
26/10/2019 02:30;;0,68;;;8;
26/10/2019 03:30;;0,64;;;7;
26/10/2019 04:30;;0,67;;;18;
26/10/2019 05:30;;2,12;;;6;
26/10/2019 06:30;;8,32;;;7;
26/10/2019 07:30;;17,39;;;13;0,145
26/10/2019 08:30;;17,57;;;12;0,187
26/10/2019 09:30;;16,98;;;13;0,208
26/10/2019 10:30;;18,15;;;14;0,233
26/10/2019 11:30;;16,89;;;17;0,264
26/10/2019 12:30;;16,33;;;17;0,262
26/10/2019 13:30;;14,27;;;10;0,235
26/10/2019 14:30;;19,11;;;21;0,26
26/10/2019 15:30;;;;;;
26/10/2019 16:30;;;;;;
26/10/2019 17:30;;;;;13;0,136
26/10/2019 18:30;;;;;9;0,17
26/10/2019 19:30;;;;;17;0,31
26/10/2019 20:30;;;;;17;0,24
26/10/2019 21:30;;;;;9;0,273
26/10/2019 22:30;;;;;14;0,17
26/10/2019 23:30;;;;;9;0,186
27/10/2019 00:30;;;;;7;0,164
27/10/2019 01:30;;;;;10;0,153
27/10/2019 02:30;;;;;10;
27/10/2019 03:30;;;;;8;
27/10/2019 04:30;;;;;9;
27/10/2019 05:30;;;;;8;0,156
27/10/2019 06:30;;;;;;
27/10/2019 07:30;;;;;6;0,141
27/10/2019 08:30;;;;;5;0,121
27/10/2019 09:30;;;;;7;0,162
27/10/2019 10:30;;;;;7;0,184
27/10/2019 11:30;;;;;10;0,193
27/10/2019 12:30;;;;;9;0,199
27/10/2019 13:30;;;;;11;0,183
27/10/2019 14:30;;;;;9;0,174
27/10/2019 15:30;;;;;9;0,171
27/10/2019 16:30;;;;;10;0,173
27/10/2019 17:30;;;;;10;0,163
27/10/2019 18:30;;;;;11;0,143
27/10/2019 19:30;;;;;9;0,123
27/10/2019 20:30;;;;;8;
27/10/2019 21:30;;;;;14;
27/10/2019 22:30;;;;;12;
27/10/2019 23:30;;;;;7;
28/10/2019 00:30;;;;;4;
28/10/2019 01:30;;;;;11;
28/10/2019 02:30;;;;;9;
28/10/2019 03:30;;;;;8;
28/10/2019 04:30;;;;;12;
28/10/2019 05:30;;;;;14;
28/10/2019 06:30;;;;;14;
28/10/2019 07:30;;;;;11;0,129
28/10/2019 08:30;;;;;12;0,158
28/10/2019 09:30;;;;;7;0,168
28/10/2019 10:30;;;;;10;0,204
28/10/2019 11:30;;;;;12;0,236
28/10/2019 12:30;;;;;10;0,255
28/10/2019 13:30;;;;;18;0,264
28/10/2019 14:30;;;;;18;
28/10/2019 15:30;;;;;;
28/10/2019 16:30;;;;;21;0,436
28/10/2019 17:30;;;;;18;0,54
28/10/2019 18:30;;;;;16;0,433
28/10/2019 19:30;;;;;30;0,64
28/10/2019 20:30;;;;;18;0,414
28/10/2019 21:30;;;;;18;0,381
28/10/2019 22:30;;;;;7;0,224
28/10/2019 23:30;;;;;15;0,246
29/10/2019 00:30;;;;;12;0,225
29/10/2019 01:30;;;;;6;0,152
29/10/2019 02:30;;;;;6;0,12
29/10/2019 03:30;;;;;10;0,101
29/10/2019 04:30;;;;;8;
29/10/2019 05:30;;;;;5;
29/10/2019 06:30;;;;;14;0,219
29/10/2019 07:30;;;;;12;0,205
29/10/2019 08:30;;;;;20;0,245
29/10/2019 09:30;;;;;;
29/10/2019 10:30;;18,57;;;12;0,245
29/10/2019 11:30;;21,5;;;11;0,304
29/10/2019 12:30;;21,07;;;12;0,313
29/10/2019 13:30;;21,22;;;18;0,293
29/10/2019 14:30;;26,59;;;10;0,352
29/10/2019 15:30;;22,07;;;17;0,324
29/10/2019 16:30;;;;;;
29/10/2019 17:30;;29,37;;;;0,385
29/10/2019 18:30;21;57,65;;;14;0,716
29/10/2019 19:30;16;40,72;;;14;0,535
29/10/2019 20:30;14;32,1;;;;0,596
29/10/2019 21:30;16;23,51;;;;0,499
29/10/2019 22:30;20;12,46;;;;0,499
29/10/2019 23:30;20;10,38;;;13;0,3
30/10/2019 00:30;13;5,09;;;;0,21
30/10/2019 01:30;13;3,56;;;10;0,138
30/10/2019 02:30;;;;;;
30/10/2019 03:30;8;2,03;;;6;
30/10/2019 04:30;;1,1;;;;
30/10/2019 05:30;;;;;;
30/10/2019 06:30;72;26,77;;;25;0,414
30/10/2019 07:30;27;34,06;;;13;0,299
30/10/2019 08:30;22;25,22;;;15;0,293
30/10/2019 09:30;;24,6;;;;0,34
30/10/2019 10:30;27;18,99;;;18;0,318
30/10/2019 11:30;;21,65;;;18;0,304
30/10/2019 12:30;;23,82;;;16;0,289
30/10/2019 13:30;19;22,37;;;17;0,289
30/10/2019 14:30;27;36,42;;;9;0,406
30/10/2019 15:30;25;22,99;;;15;0,313
30/10/2019 16:30;23;15,44;;;14;0,27
30/10/2019 17:30;;21,31;;;16;0,278
30/10/2019 18:30;22;32,44;;;15;0,348
30/10/2019 19:30;25;24,1;;;18;0,278
30/10/2019 20:30;20;8,32;;;12;0,165
30/10/2019 21:30;16;6,75;;;10;0,156
30/10/2019 22:30;;5,54;;;9;0,234
30/10/2019 23:30;19;8,9;;;14;0,182
31/10/2019 00:30;11;2,67;;;10;0,133
31/10/2019 01:30;24;4;;;10;0,166
31/10/2019 02:30;23;4,1;;;21;0,182
31/10/2019 03:30;27;3,49;;;14;0,156
31/10/2019 04:30;20;3,15;;;17;0,123
31/10/2019 05:30;48;11,26;;;18;0,225
31/10/2019 06:30;31;18,58;;;15;0,235
31/10/2019 07:30;21;19,83;;;16;0,187
31/10/2019 08:30;;20,27;;;17;0,242
31/10/2019 09:30;26;15,59;;;18;0,231
31/10/2019 10:30;;13,22;;;19;0,248
31/10/2019 11:30;26;17,18;;;18;0,258
31/10/2019 12:30;;20,14;;;20;0,272
31/10/2019 13:30;21;17,74;;;19;0,248
31/10/2019 14:30;;15,95;;;18;0,201
31/10/2019 15:30;;;;;;
31/10/2019 16:30;31;29,66;;;22;0,35
31/10/2019 17:30;28;33,62;;;17;0,364
31/10/2019 18:30;26;30,85;;;19;0,321
31/10/2019 19:30;27;21,55;;;12;0,25
31/10/2019 20:30;;15,09;;;139;0,251
31/10/2019 21:30;25;12,95;;;22;0,285
31/10/2019 22:30;41;11,2;;;21;0,543
31/10/2019 23:30;30;9,22;;;19;0,452
01/11/2019 00:30;18;1,25;;;15;0,148
01/11/2019 01:30;14;0,87;;;10;
01/11/2019 02:30;18;1,79;;;11;0,118
01/11/2019 03:30;14;1;;;;
01/11/2019 04:30;14;1,19;;;8;
01/11/2019 05:30;18;3,43;;;7;
01/11/2019 06:30;20;6,79;;;14;
01/11/2019 07:30;14;9,7;;;;0,106
01/11/2019 08:30;26;11,59;;;12;0,158
01/11/2019 09:30;28;16,67;;;17;0,227
01/11/2019 10:30;24;13,42;;;8;0,232
01/11/2019 11:30;29;23,98;;;17;0,363
01/11/2019 12:30;;17,59;;;22;0,323
01/11/2019 13:30;21;14,51;;;15;0,285
01/11/2019 14:30;15;26,21;;;14;0,298
01/11/2019 15:30;;32,1;;;14;0,325
01/11/2019 16:30;;;;;;
01/11/2019 17:30;16;47,75;;;10;0,555
01/11/2019 18:30;7;33,18;;;;0,299
01/11/2019 19:30;11;28,84;;;;0,314
01/11/2019 20:30;45;14,73;;;11;0,206
01/11/2019 21:30;48;13,27;;;13;0,256
01/11/2019 22:30;4;2,04;;;;
01/11/2019 23:30;6;2,98;;;;0,1
02/11/2019 00:30;11;0,91;;;6;
02/11/2019 01:30;9;0,76;;;6;
02/11/2019 02:30;7;0,61;;;;
02/11/2019 03:30;7;0,48;;;;
02/11/2019 04:30;11;0,46;;;6;
02/11/2019 05:30;20;3,38;;;6;
02/11/2019 06:30;;;;;;
02/11/2019 07:30;6;8,22;;;;
02/11/2019 08:30;6;6,36;;;3;
02/11/2019 09:30;10;4,72;;;9;
02/11/2019 10:30;9;4,32;;;;0,111
02/11/2019 11:30;9;5,32;;;6;0,136
02/11/2019 12:30;10;7,81;;;5;0,171
02/11/2019 13:30;8;6,95;;;7;0,167
02/11/2019 14:30;10;5,7;;;8;0,16
02/11/2019 15:30;13;6,03;;;6;0,17
02/11/2019 16:30;13;6,75;;;;0,163
02/11/2019 17:30;;8,05;;;14;0,165
02/11/2019 18:30;13;10,96;;;10;0,166
02/11/2019 19:30;12;8,45;;;;0,142
02/11/2019 20:30;7;4,82;;;;0,101
02/11/2019 21:30;9;3,64;;;7;
02/11/2019 22:30;;2,12;;;8;
02/11/2019 23:30;7;1,82;;;;
03/11/2019 00:30;7;;;;;
03/11/2019 01:30;6;0,71;;;;
03/11/2019 02:30;10;0,94;;;;
03/11/2019 03:30;6;0,63;;;;
03/11/2019 04:30;;0,5;;;;
03/11/2019 05:30;2;;;;;
03/11/2019 06:30;9;2,07;;;5;
03/11/2019 07:30;7;4,37;;;;
03/11/2019 08:30;9;5,25;;;5;
03/11/2019 09:30;9;4,09;;;2;
03/11/2019 10:30;8;6,31;;;7;
03/11/2019 11:30;8;6,14;;;5;0,123
03/11/2019 12:30;;10,21;;;8;0,176
03/11/2019 13:30;5;9,3;;;;0,2
03/11/2019 14:30;;8,64;;;11;0,183
03/11/2019 15:30;6;10,71;;;;0,18
03/11/2019 16:30;9;11,77;;;;0,201
03/11/2019 17:30;10;17,08;;;;0,222
03/11/2019 18:30;;23,62;;;7;0,28
03/11/2019 19:30;20;27,75;;;8;0,336
03/11/2019 20:30;19;21,79;;;18;0,436
03/11/2019 21:30;15;14,81;;;;0,301
03/11/2019 22:30;7;4,47;;;;0,165
03/11/2019 23:30;12;6,79;;;11;0,195
04/11/2019 00:30;16;1,89;;;6;0,14
04/11/2019 01:30;12;2,09;;;7;0,12
04/11/2019 02:30;15;2,61;;;7;0,133
04/11/2019 03:30;14;1,8;;;13;
04/11/2019 04:30;12;1,84;;;11;
04/11/2019 05:30;11;4,48;;;10;
04/11/2019 06:30;17;13,29;;;10;0,104
04/11/2019 07:30;29;35,52;;;20;0,332
