date;PM10;NO2;O3;SO2;PM25;CO
13/04/2019 06:30;8;7,92;126,77;3,99;;0,608
13/04/2019 07:30;7;9,24;236,16;6,71;4;0,587
13/04/2019 08:30;11;7,97;237,97;6,35;2;0,577
13/04/2019 09:30;18;10,19;252,47;5,86;7;0,599
13/04/2019 10:30;15;10,71;214,01;5,52;6;0,592
13/04/2019 11:30;13;9,11;180,4;5,51;10;0,56
13/04/2019 12:30;16;11,77;172,4;5,65;10;0,56
13/04/2019 13:30;15;14,68;163,68;5,55;6;0,558
13/04/2019 14:30;14;11,73;183,66;5,78;7;0,513
13/04/2019 15:30;21;11,64;170,76;5,79;12;0,529
13/04/2019 16:30;;12,29;172,59;5,91;10;0,544
13/04/2019 17:30;8;8,88;184,6;6,49;;0,519
13/04/2019 18:30;10;10,43;224,67;6,36;6;0,581
13/04/2019 19:30;25;8,18;229,78;5,35;17;0,601
13/04/2019 20:30;21;9,3;176,82;3,87;12;0,645
13/04/2019 21:30;15;8,05;134,51;3;10;0,661
13/04/2019 22:30;11;2,92;64,84;1,74;9;0,607
13/04/2019 23:30;;2,76;42,9;1,74;;0,572
14/04/2019 00:30;;;;;;
14/04/2019 01:30;4;1;21,03;;;0,532
14/04/2019 02:30;9;1,45;23,78;;5;0,544
14/04/2019 03:30;5;0,9;26,89;0,87;;0,524
14/04/2019 04:30;3;0,91;28,41;0,87;2;0,524
14/04/2019 05:30;4;1,86;70,26;2,07;2;0,525
14/04/2019 06:30;6;5,1;136,73;3,98;5;0,539
14/04/2019 07:30;;9,86;234,09;6,72;;0,561
14/04/2019 08:30;141;11,51;221,52;6,63;;1,081
14/04/2019 09:30;46;8,78;227,05;5,9;37;0,844
14/04/2019 10:30;19;8,08;194,72;5,55;18;0,665
14/04/2019 11:30;21;8,13;184,76;5,53;12;0,697
14/04/2019 12:30;17;8,03;179,27;5,65;15;0,675
14/04/2019 13:30;11;9,14;169,52;5,59;9;0,596
14/04/2019 14:30;15;12,92;212,87;5,85;10;0,606
14/04/2019 15:30;22;17,96;213,46;5,86;7;0,709
14/04/2019 16:30;15;;;;6;
14/04/2019 17:30;13;10,56;332,23;6,56;10;0,662
14/04/2019 18:30;17;8,42;318,43;6,4;14;0,697
14/04/2019 19:30;20;9,12;263,72;5,38;18;0,747
14/04/2019 20:30;13;5,46;189,83;3,88;8;0,747
14/04/2019 21:30;21;3,91;144,72;3,01;;0,737
14/04/2019 22:30;17;1,98;86,07;1,74;10;0,715
14/04/2019 23:30;7;1,23;86,27;1,74;;0,632
15/04/2019 00:30;4;0,49;39,81;;;0,578
15/04/2019 01:30;5;0,57;39,24;;;0,582
15/04/2019 02:30;7;0,51;37,72;;4;0,555
15/04/2019 03:30;6;0,51;37,12;0,87;;0,519
15/04/2019 04:30;;0,46;37,45;0,87;;0,525
15/04/2019 05:30;8;1,87;89,84;2,07;4;0,525
15/04/2019 06:30;10;9,18;179,8;3,97;7;0,622
15/04/2019 07:30;7;15,86;300,98;6,74;;0,69
15/04/2019 08:30;11;12,26;301,91;6,38;5;0,648
15/04/2019 09:30;11;11,95;300,66;5,87;5;0,631
15/04/2019 10:30;20;11,87;290,76;5,56;4;0,657
15/04/2019 11:30;12;13,29;299,46;5,54;9;0,638
15/04/2019 12:30;;14,89;302,64;5,69;;0,631
15/04/2019 13:30;18;17,72;301,23;5,63;11;0,726
15/04/2019 14:30;16;16,22;317,41;5,81;8;0,632
15/04/2019 15:30;18;16,53;325,33;5,9;7;0,686
15/04/2019 16:30;12;18,13;309,81;6,06;9;0,769
15/04/2019 17:30;;24,08;311,45;6,62;;0,835
15/04/2019 18:30;6;25,46;313,77;6,45;;0,935
15/04/2019 19:30;10;21,06;252,23;5,42;7;0,992
15/04/2019 20:30;8;13,46;183,12;3,9;5;0,875
15/04/2019 21:30;6;8,75;143,79;3,03;3;0,741
15/04/2019 22:30;15;5,97;81,15;1,75;4;0,963
15/04/2019 23:30;9;2,98;84,79;1,76;3;0,604
16/04/2019 00:30;5;1,24;42,82;0,88;2;0,56
16/04/2019 01:30;;;;;;
16/04/2019 02:30;4;0,5;42,16;;;0,532
16/04/2019 03:30;5;0,55;41,88;0,88;3;0,51
16/04/2019 04:30;6;0,93;41,32;0,88;5;0,515
16/04/2019 05:30;7;3,24;96,86;2,08;;0,542
16/04/2019 06:30;15;8,16;187,27;3,99;10;0,626
16/04/2019 07:30;13;17,99;316,77;6,81;10;0,728
16/04/2019 08:30;9;12,32;301,86;6,45;6;0,669
16/04/2019 09:30;9;18,43;282,17;6,02;;0,933
16/04/2019 10:30;6;15,03;268,26;5,66;5;0,8
16/04/2019 11:30;7;13,99;271,07;5,65;5;0,794
16/04/2019 12:30;7;10,6;289,03;5,75;;0,74
16/04/2019 13:30;15;13,12;293,96;5,62;7;0,693
16/04/2019 14:30;12;11,87;322,41;5,86;10;0,653
16/04/2019 15:30;14;17,53;330,64;5,82;9;0,696
16/04/2019 16:30;38;30,94;327,76;5,98;9;0,888
16/04/2019 17:30;45;47,19;330,79;6,55;15;1,161
16/04/2019 18:30;31;30,64;309,37;6,42;12;1,083
16/04/2019 19:30;24;19,84;261,61;5,38;9;0,766
16/04/2019 20:30;17;14,44;188,44;3,88;6;0,78
16/04/2019 21:30;11;7,83;143,05;3,02;4;0,666
16/04/2019 22:30;19;5,05;85,07;1,75;9;0,771
16/04/2019 23:30;11;5,53;81,53;1,75;6;0,829
17/04/2019 00:30;;1,37;42,45;;;0,554
17/04/2019 01:30;;1,83;42,42;;;0,575
17/04/2019 02:30;4;1,99;41,65;;3;0,634
17/04/2019 03:30;4;2,37;41,39;0,88;;0,605
17/04/2019 04:30;8;2,9;41,25;0,88;;0,632
17/04/2019 05:30;27;7,44;96,61;2,1;16;0,783
17/04/2019 06:30;19;14,09;183,69;4,17;14;0,973
17/04/2019 07:30;28;21,15;313,01;6,79;11;0,98
17/04/2019 08:30;40;19,65;305,97;6,44;14;0,934
17/04/2019 09:30;;22,01;286,42;5,92;;1,028
17/04/2019 10:30;27;18,99;265,87;5,61;15;0,972
17/04/2019 11:30;23;20,79;267,84;5,73;15;1,049
17/04/2019 12:30;38;18,2;278,07;5,76;11;0,888
17/04/2019 13:30;27;13,32;284,94;5,66;8;0,776
17/04/2019 14:30;15;13,27;311,47;5,95;6;0,716
17/04/2019 15:30;23;17,79;296,08;5,92;10;0,835
17/04/2019 16:30;37;20,44;295,05;6,01;22;0,874
17/04/2019 17:30;63;24,41;316,68;6,64;31;1,103
17/04/2019 18:30;50;26,91;301,52;6,65;19;1,165
17/04/2019 19:30;57;22,59;256,87;5,67;11;1,201
17/04/2019 20:30;33;15,79;185,75;3,94;14;1,12
17/04/2019 21:30;28;10,01;145,01;3,03;13;0,889
17/04/2019 22:30;23;5,03;82,77;1,75;9;0,86
17/04/2019 23:30;23;4,46;83,7;1,8;10;0,73
18/04/2019 00:30;;2,01;41,35;;;0,667
18/04/2019 01:30;10;1,94;40,53;;7;0,703
18/04/2019 02:30;14;1,83;40,85;;3;0,688
18/04/2019 03:30;9;2,19;40,6;0,88;6;0,648
18/04/2019 04:30;;1,8;40,39;0,88;;0,63
18/04/2019 05:30;18;5,09;95,5;2,08;12;0,67
18/04/2019 06:30;50;9,25;176,15;4,4;21;1,177
18/04/2019 07:30;52;19,66;297,65;7,75;23;1,283
18/04/2019 08:30;35;23,84;293,07;6,43;12;0,938
18/04/2019 09:30;37;28,01;282,56;5,89;23;0,858
18/04/2019 10:30;35;21,39;280,57;5,54;18;0,77
18/04/2019 11:30;17;16,47;291,46;5,54;12;0,662
18/04/2019 12:30;21;17,34;297,32;5,72;15;0,632
18/04/2019 13:30;18;17,31;294,01;5,6;11;0,613
18/04/2019 14:30;18;19,76;290,44;5,83;8;0,649
18/04/2019 15:30;;20,12;273,75;5,82;10;0,686
18/04/2019 16:30;26;26,68;255,33;5,9;14;0,752
18/04/2019 17:30;35;37,31;230,97;6,72;15;0,949
18/04/2019 18:30;43;48,46;201,44;6,62;20;1,141
18/04/2019 19:30;34;33,07;171,33;5,68;16;1,213
18/04/2019 20:30;38;22,51;120,21;4,01;18;1,44
18/04/2019 21:30;27;16,82;82,82;3,06;13;1,189
18/04/2019 22:30;30;9,45;45,62;1,78;12;1,182
18/04/2019 23:30;34;8,28;47,03;1,93;22;1,386
19/04/2019 00:30;40;4,23;22,24;1;17;1,302
19/04/2019 01:30;37;3,81;22,88;0,96;15;1,236
19/04/2019 02:30;37;3,4;22,91;0,92;16;1,231
19/04/2019 03:30;26;3,23;22,59;0,9;12;1,02
19/04/2019 04:30;11;3,24;22,01;0,9;;0,96
19/04/2019 05:30;20;7,46;49,63;2,15;9;0,891
19/04/2019 06:30;33;14,18;98,14;4,75;12;1,139
19/04/2019 07:30;53;35,58;191,68;8,99;34;1,644
19/04/2019 08:30;22;31,2;184,45;6,84;9;0,963
19/04/2019 09:30;18;23,62;161,86;5,91;7;0,783
19/04/2019 10:30;9;15,51;121,87;5,52;6;0,608
19/04/2019 11:30;9;23,32;114,86;5,51;5;0,648
19/04/2019 12:30;;29,88;123,77;5,68;6;0,654
19/04/2019 13:30;17;35,2;123,56;5,57;8;0,602
19/04/2019 14:30;;47,47;108,75;5,8;4;0,595
19/04/2019 15:30;11;34,31;123,8;5,91;5;0,583
19/04/2019 16:30;11;28,83;121,05;5,99;9;0,612
19/04/2019 17:30;17;35,52;110,76;6,49;10;0,723
19/04/2019 18:30;16;45,81;96,69;8,41;9;0,828
19/04/2019 19:30;26;34,2;85,54;7,2;13;0,965
19/04/2019 20:30;23;20,36;62,76;4,89;10;0,921
19/04/2019 21:30;17;16,7;46,46;3,66;11;1,06
19/04/2019 22:30;19;11,25;26,86;1,93;15;1,11
19/04/2019 23:30;18;10,96;25,17;1,91;13;1,036
20/04/2019 00:30;27;5,61;13,18;0,96;19;1,211
20/04/2019 01:30;23;5,16;13,24;1;;1,326
20/04/2019 02:30;47;4,7;13,75;0,96;17;1,197
20/04/2019 03:30;29;4,57;12,41;0,89;17;0,956
20/04/2019 04:30;23;4,3;12,34;0,92;10;0,923
20/04/2019 05:30;20;9,17;27,94;2,15;7;0,831
20/04/2019 06:30;23;16,61;61,37;4,24;16;1,006
20/04/2019 07:30;60;37,41;124,35;8,74;30;1,464
20/04/2019 08:30;27;42,21;134,82;6,78;11;0,962
20/04/2019 09:30;5;23;114,51;5,86;;0,724
20/04/2019 10:30;10;15,17;108,94;5,53;9;0,657
20/04/2019 11:30;18;15,51;110,01;5,51;13;0,663
20/04/2019 12:30;;16,76;114,81;5,68;11;0,655
20/04/2019 13:30;13;15,4;99,95;5,56;8;0,628
20/04/2019 14:30;15;14,63;85,43;5,79;8;0,63
20/04/2019 15:30;14;19,11;75,92;6,38;9;0,619
20/04/2019 16:30;17;21,86;83,56;7,57;10;0,649
20/04/2019 17:30;19;33,41;88,61;8,57;9;0,763
20/04/2019 18:30;24;41,54;69,8;8,09;15;0,887
20/04/2019 19:30;34;34,97;59,01;6,26;25;1,162
20/04/2019 20:30;28;19,97;38,38;4,14;15;1,033
20/04/2019 21:30;25;15,1;27,07;3,16;12;0,982
20/04/2019 22:30;29;10,52;13,82;1,9;23;1,101
20/04/2019 23:30;32;11,36;13,9;1,86;16;1,276
21/04/2019 00:30;36;5,54;8,76;0,99;25;1,354
21/04/2019 01:30;35;5,3;8,87;0,95;18;1,226
21/04/2019 02:30;15;3,67;10,54;0,91;10;0,893
21/04/2019 03:30;13;2,92;12,34;0,9;10;0,842
21/04/2019 04:30;23;2,83;12,78;0,89;8;0,795
21/04/2019 05:30;17;5,29;38,78;2,11;16;0,822
21/04/2019 06:30;46;15,34;71,64;4,45;15;1,082
21/04/2019 07:30;35;37,47;133,35;8,04;14;1,345
21/04/2019 08:30;13;23,12;197,85;6,41;9;0,847
21/04/2019 09:30;9;7,32;212,51;5,84;5;0,605
21/04/2019 10:30;9;7,28;183,47;5,51;2;0,597
21/04/2019 11:30;8;;;;6;
21/04/2019 12:30;4;12,43;102,53;5,66;;0,574
21/04/2019 13:30;11;14,87;117,34;5,78;6;0,629
21/04/2019 14:30;13;14,83;128,95;7,68;;0,642
21/04/2019 15:30;21;16,71;115,89;8,66;9;0,663
21/04/2019 16:30;14;16,1;90,77;8,29;9;0,645
21/04/2019 17:30;13;19,82;119,68;8,61;11;0,668
21/04/2019 18:30;17;28,96;127,72;6,84;13;0,927
21/04/2019 19:30;20;31,57;125,62;5,5;17;0,982
21/04/2019 20:30;26;20,88;136,24;3,88;10;0,923
21/04/2019 21:30;4;7,03;132,87;3,01;;0,672
21/04/2019 22:30;11;5,84;74,94;1,75;8;0,779
21/04/2019 23:30;12;6,87;75,5;1,75;6;0,786
22/04/2019 00:30;14;3,09;38,53;;;0,766
22/04/2019 01:30;10;2,03;38,64;;;0,703
22/04/2019 02:30;12;1,22;36,53;;;0,623
22/04/2019 03:30;11;1,66;34,73;0,88;;0,649
22/04/2019 04:30;15;2,06;33,52;0,88;;0,649
22/04/2019 05:30;20;7,34;84,17;2,13;;0,742
22/04/2019 06:30;20;13,9;166,47;4,04;;0,746
22/04/2019 07:30;26;28,12;299,25;7,18;;1,09
22/04/2019 08:30;10;19,67;269,99;6,32;;0,79
22/04/2019 09:30;17;15,89;243,08;5,84;;0,699
22/04/2019 10:30;23;15,81;205,33;5,52;;0,675
22/04/2019 11:30;20;18,08;202,35;5,5;14;0,664
22/04/2019 12:30;22;22,81;239,19;5,65;12;0,707
22/04/2019 13:30;25;24,02;171,37;5,64;17;0,782
22/04/2019 14:30;15;18,56;82,87;5,87;11;0,714
22/04/2019 15:30;15;17,62;108,85;5,82;8;0,669
22/04/2019 16:30;34;29,66;105,05;5,99;20;0,807
22/04/2019 17:30;22;31,33;128,84;6,64;7;0,843
22/04/2019 18:30;14;33,19;106,83;6,39;13;0,842
22/04/2019 19:30;14;24,26;93,72;5,36;;0,756
22/04/2019 20:30;20;20,4;92,39;3,89;10;0,868
22/04/2019 21:30;14;14,36;76,91;3,04;9;0,857
22/04/2019 22:30;12;5,93;45,8;1,75;10;0,733
22/04/2019 23:30;9;6,76;48,71;1,75;8;0,722
23/04/2019 00:30;;3,61;23,91;;;0,694
23/04/2019 01:30;8;2,02;21,42;;;0,614
23/04/2019 02:30;3;1,3;19,29;;;0,561
23/04/2019 03:30;2;1,11;20,44;0,88;;0,557
23/04/2019 04:30;2;1,69;20,82;0,88;;0,662
23/04/2019 05:30;3;5,75;49,48;2,08;;0,618
23/04/2019 06:30;14;13,36;100,85;4,31;12;0,83
23/04/2019 07:30;20;26,13;171,5;7,39;13;1,017
23/04/2019 08:30;13;16,47;181,49;6,35;10;0,667
23/04/2019 09:30;14;10,74;193,76;5,86;12;0,65
23/04/2019 10:30;10;11,89;176,09;5,52;6;0,652
23/04/2019 11:30;16;12,28;198,5;5,5;10;0,658
23/04/2019 12:30;12;11,98;227,8;5,64;;0,586
23/04/2019 13:30;13;11,5;216,16;5,56;8;0,547
23/04/2019 14:30;11;10,28;154,62;5,79;4;0,558
23/04/2019 15:30;18;19,57;137,59;5,81;6;0,661
23/04/2019 16:30;14;19,96;136,91;5,9;11;0,678
23/04/2019 17:30;16;18,98;217,25;6,5;8;0,648
23/04/2019 18:30;9;16,7;205,04;6,37;7;0,631
23/04/2019 19:30;14;11,9;204,96;5,36;5;0,605
23/04/2019 20:30;11;4,54;161,29;3,87;7;0,598
23/04/2019 21:30;10;3,49;99,22;3;;0,602
23/04/2019 22:30;14;1,75;68,63;1,74;11;0,573
23/04/2019 23:30;;1,78;72,4;1,74;;0,576
24/04/2019 00:30;10;0,89;32,28;;6;0,58
24/04/2019 01:30;8;0,47;25,26;0,87;4;0,552
24/04/2019 02:30;9;0,57;25,51;0,87;6;0,558
24/04/2019 03:30;14;1,19;25,04;0,88;4;0,576
24/04/2019 04:30;9;1,52;26,67;0,88;5;0,599
24/04/2019 05:30;5;3,59;64,66;2,07;;0,591
24/04/2019 06:30;18;11,5;118,94;4,01;6;0,66
24/04/2019 07:30;15;15,21;193,1;6,74;12;0,669
24/04/2019 08:30;11;12,37;182,99;6,37;8;0,66
24/04/2019 09:30;;12,95;168,49;5,87;;0,65
24/04/2019 10:30;7;17,54;;6,27;4;0,727
24/04/2019 11:30;11;13,84;43,06;5,78;4;0,469
24/04/2019 12:30;22;15,51;65,53;5,66;1;0,604
24/04/2019 13:30;18;16,12;77,55;5,59;11;0,629
24/04/2019 14:30;16;18,77;78,44;5,82;8;0,648
24/04/2019 15:30;16;18,55;77,2;5,82;10;0,678
24/04/2019 16:30;15;14,05;72,42;5,91;12;0,575
24/04/2019 17:30;14;18,97;75,26;6,51;6;0,627
24/04/2019 18:30;16;20,05;69,7;6,38;11;0,656
24/04/2019 19:30;18;22,14;51,29;5,37;8;0,701
24/04/2019 20:30;15;16,98;34,19;3,88;11;0,71
24/04/2019 21:30;12;10,22;31,7;3,01;8;0,685
24/04/2019 22:30;8;3,06;21,63;1,74;5;0,629
24/04/2019 23:30;8;2,05;22,45;1,75;4;0,587
25/04/2019 00:30;6;0,81;10,68;0,87;5;0,574
25/04/2019 01:30;7;0,87;10,57;;2;0,585
25/04/2019 02:30;5;0,73;10,46;;3;0,563
25/04/2019 03:30;2;0,58;10,11;0,88;;0,544
25/04/2019 04:30;3;0,71;9,13;0,88;2;0,544
25/04/2019 05:30;;3,04;20,44;2,08;;0,587
25/04/2019 06:30;11;9,95;36,55;3,99;;0,654
25/04/2019 07:30;9;14,59;62,63;6,77;7;0,652
25/04/2019 08:30;8;11,33;61,44;6,4;7;0,629
25/04/2019 09:30;6;8,61;65,87;5,93;4;0,605
25/04/2019 10:30;4;9,96;71,29;5,59;2;0,634
25/04/2019 11:30;14;10,69;70,1;5,57;8;0,642
25/04/2019 12:30;9;13,32;66,73;5,7;7;0,604
25/04/2019 13:30;7;14,6;69,08;5,62;5;0,604
25/04/2019 14:30;14;16,24;68,72;5,81;7;0,614
25/04/2019 15:30;;13,34;70,45;5,87;;0,593
25/04/2019 16:30;8;19,3;63,51;5,97;;0,659
25/04/2019 17:30;11;19,72;80,83;6,53;6;0,633
25/04/2019 18:30;17;28,76;83,85;6,39;9;0,74
25/04/2019 19:30;16;28,87;65,67;5,37;7;0,799
25/04/2019 20:30;26;12,83;52,68;3,88;15;0,705
25/04/2019 21:30;16;7,06;41,97;3,02;8;0,677
25/04/2019 22:30;11;5,63;23,72;1,79;;0,958
25/04/2019 23:30;;5,92;18;1,76;;0,769
26/04/2019 00:30;;2,37;8,66;;;0,713
26/04/2019 01:30;17;2,69;8,39;;13;0,723
26/04/2019 02:30;11;2,72;9,68;;8;0,726
26/04/2019 03:30;8;1,72;11;0,88;;0,634
26/04/2019 04:30;;0,92;12,98;0,88;;0,562
26/04/2019 05:30;12;3,2;24,2;2,08;5;0,64
26/04/2019 06:30;17;15,15;38,56;4,03;14;0,837
26/04/2019 07:30;;21,34;71,16;6,77;;0,807
26/04/2019 08:30;6;16,87;75,13;6,36;;0,691
26/04/2019 09:30;;13,8;79,72;5,87;;0,678
26/04/2019 10:30;13;11,23;75,89;5,54;5;0,646
26/04/2019 11:30;10;15,65;60,76;5,51;5;0,614
26/04/2019 12:30;;15,09;60,12;5,7;4;0,574
26/04/2019 13:30;3;11,28;68,71;5,58;;0,533
26/04/2019 14:30;10;11,98;72,88;5,81;7;0,556
26/04/2019 15:30;15;15,42;68,89;5,79;10;0,572
26/04/2019 16:30;8;12,33;68,85;5,91;;0,567
26/04/2019 17:30;15;28,18;76,03;6,51;9;0,753
26/04/2019 18:30;14;24,99;76,76;6,39;10;0,737
26/04/2019 19:30;13;12,73;75,2;5,37;10;0,666
26/04/2019 20:30;12;7,15;62,38;3,88;9;0,64
26/04/2019 21:30;9;7,01;32,66;3,01;8;0,633
26/04/2019 22:30;13;3,83;16,74;1,75;8;0,638
26/04/2019 23:30;13;4,99;15,4;1,75;10;0,709
27/04/2019 00:30;9;1,87;7,11;;8;0,648
27/04/2019 01:30;;1,21;6,77;;;0,585
27/04/2019 02:30;3;0,74;7,59;;2;0,558
27/04/2019 03:30;;0,73;8,46;0,88;;0,567
27/04/2019 04:30;5;0,73;8,81;0,88;;0,6
27/04/2019 05:30;4;1,97;21,94;2,08;;0,604
27/04/2019 06:30;8;6,8;42,2;3,99;7;0,648
27/04/2019 07:30;;9,89;73,08;6,74;;0,619
27/04/2019 08:30;10;12,05;78,34;6,37;9;0,668
27/04/2019 09:30;9;8,98;83,86;5,87;;0,61
27/04/2019 10:30;12;9,82;82,13;5,54;6;0,612
27/04/2019 11:30;13;11,77;72,56;5,52;6;0,595
27/04/2019 12:30;;13,31;70,83;5,67;;0,592
27/04/2019 13:30;;13,23;73,5;5,59;6;0,572
27/04/2019 14:30;6;16,71;73,6;5,8;5;0,629
27/04/2019 15:30;9;17,1;66,65;5,82;5;0,623
27/04/2019 16:30;;18,4;61,42;5,89;6;0,628
27/04/2019 17:30;13;15,87;94,94;6,49;11;0,608
27/04/2019 18:30;10;10,88;82,13;6,38;7;0,593
27/04/2019 19:30;13;17,57;47,52;5,37;11;0,74
27/04/2019 20:30;12;11,98;33,87;3,88;8;0,684
27/04/2019 21:30;11;8,9;26,56;3,01;8;0,752
27/04/2019 22:30;13;5,85;15,42;1,75;9;0,875
27/04/2019 23:30;13;5,46;15,62;1,75;7;0,858
28/04/2019 00:30;23;2,88;7,67;;5;0,852
28/04/2019 01:30;13;2,45;8,01;;7;0,766
28/04/2019 02:30;7;2,54;7,96;;6;0,697
28/04/2019 03:30;2;1,61;8,72;0,88;;0,703
28/04/2019 04:30;3;1,35;8,88;0,88;;0,634
28/04/2019 05:30;;3,61;20,09;2,09;;0,623
28/04/2019 06:30;15;9,65;44,39;4,09;2;0,793
28/04/2019 07:30;19;14,79;90,31;6,89;8;0,838
28/04/2019 08:30;2;10,77;70,66;6,34;;0,629
28/04/2019 09:30;2;9,13;72,84;5,84;;0,61
28/04/2019 10:30;7;8,64;91,45;5,52;5;0,601
28/04/2019 11:30;11;8,78;104,05;5,51;5;0,577
28/04/2019 12:30;11;10,22;105,52;5,68;7;0,57
28/04/2019 13:30;10;6,58;90,48;5,55;7;0,527
28/04/2019 14:30;9;8,53;80,91;5,8;3;0,545
28/04/2019 15:30;13;8,67;60,43;5,79;3;0,529
28/04/2019 16:30;10;12,31;60,04;5,9;9;0,592
28/04/2019 17:30;12;20,87;56,1;6,48;;0,756
28/04/2019 18:30;28;29,08;54,66;6,59;20;1,128
28/04/2019 19:30;34;23,24;53,7;5,73;11;1,309
28/04/2019 20:30;37;16,88;40,52;4,35;15;1,405
28/04/2019 21:30;32;11,58;32,21;3,45;20;1,487
28/04/2019 22:30;26;7,3;16,67;1,93;20;1,244
28/04/2019 23:30;23;6,81;16,81;1,97;15;1,165
29/04/2019 00:30;31;3,14;8,86;1,1;21;1,137
29/04/2019 01:30;;;;;;
29/04/2019 02:30;26;2,39;13,42;1,1;21;1,293
29/04/2019 03:30;33;2,8;35,69;0,97;16;0,889
29/04/2019 04:30;21;2,27;38,47;0,89;19;0,727
29/04/2019 05:30;19;4,78;86,91;2,16;17;0,731
29/04/2019 06:30;38;11,22;173,15;4,62;20;1,082
29/04/2019 07:30;22;24,52;288,28;7,58;14;1,026
29/04/2019 08:30;21;20,58;252,23;6,93;20;0,873
29/04/2019 09:30;13;16,72;220,95;6,43;10;0,739
29/04/2019 10:30;24;19,1;177,15;6,86;11;0,762
29/04/2019 11:30;;19,25;169,79;7,7;8;0,71
29/04/2019 12:30;17;20,45;189,56;7,58;10;0,737
29/04/2019 13:30;15;16,09;166,82;7,48;11;0,686
29/04/2019 14:30;14;16,19;139,06;7,77;8;0,686
29/04/2019 15:30;20;23,56;134,71;7,79;15;0,772
29/04/2019 16:30;;32,5;150,67;7,9;10;0,837
29/04/2019 17:30;36;39,88;250,52;8,63;20;1,008
29/04/2019 18:30;50;34,93;294,16;8,26;27;1,579
29/04/2019 19:30;51;26,27;249,72;6,26;24;1,326
29/04/2019 20:30;17;15,95;176,29;4,02;9;0,913
29/04/2019 21:30;12;10,37;130,41;3,05;8;0,85
29/04/2019 22:30;;6,49;69,55;1,89;;1,114
29/04/2019 23:30;9;5,59;60,08;1,84;;0,729
30/04/2019 00:30;11;3,11;22,21;0,93;10;0,68
30/04/2019 01:30;9;1,85;18,27;0,91;6;0,614
30/04/2019 02:30;;1,47;19,26;0,88;;0,668
30/04/2019 03:30;7;1,33;21,34;0,89;;0,584
30/04/2019 04:30;7;1,37;19,6;0,88;;0,572
30/04/2019 05:30;;5,55;41,63;2,1;;0,619
30/04/2019 06:30;10;12,32;77,36;4,01;6;0,645
30/04/2019 07:30;12;22,21;140,13;6,77;;0,702
30/04/2019 08:30;17;14,88;143,29;6,4;8;0,663
30/04/2019 09:30;12;14,27;150,42;5,88;3;0,73
30/04/2019 10:30;;13,2;153,08;5,55;;0,673
30/04/2019 11:30;;14,66;194,44;5,51;10;0,697
30/04/2019 12:30;12;16,46;145,49;5,72;7;0,668
30/04/2019 13:30;16;18,6;149,54;5,6;15;0,67
30/04/2019 14:30;12;14,72;161,94;5,83;3;0,645
30/04/2019 15:30;18;21,62;152,39;5,84;4;0,714
30/04/2019 16:30;20;23,4;155,07;5,95;9;0,703
30/04/2019 17:30;25;27,64;157,55;6,49;15;0,721
30/04/2019 18:30;24;22,49;236,67;6,38;12;0,716
30/04/2019 19:30;26;18,65;180,89;5,38;20;0,778
30/04/2019 20:30;22;9,17;123,96;3,89;14;0,71
30/04/2019 21:30;18;5,49;104,11;3,02;12;0,681
30/04/2019 22:30;15;2,44;63,18;1,75;;0,686
30/04/2019 23:30;12;1,9;61,97;1,75;8;0,632
01/05/2019 00:30;14;0,75;32,22;;8;0,608
01/05/2019 01:30;8;0,52;32,62;;5;0,581
01/05/2019 02:30;6;0,43;32,04;;;0,567
01/05/2019 03:30;4;0,61;30,7;0,88;;0,58
01/05/2019 04:30;8;0,7;29,8;0,88;;0,569
01/05/2019 05:30;10;4,15;65,11;2,08;;0,623
01/05/2019 06:30;8;6,69;132,74;4,01;7;0,627
01/05/2019 07:30;7;8,96;249,02;6,78;;0,617
01/05/2019 08:30;16;7,08;224,7;6,36;8;0,594
01/05/2019 09:30;;5,7;210,81;5,86;;0,556
01/05/2019 10:30;14;8,38;197,55;5,54;10;0,586
01/05/2019 11:30;13;8,86;227,57;5,53;9;0,584
01/05/2019 12:30;17;8,82;177,09;5,68;6;0,571
01/05/2019 13:30;17;9,68;150,79;5,59;7;0,57
01/05/2019 14:30;;12,44;131,87;5,82;7;0,608
01/05/2019 15:30;15;13,05;141,45;5,81;14;0,608
01/05/2019 16:30;17;18,67;149,38;6,02;16;0,671
01/05/2019 17:30;21;34,36;150,05;6,55;15;0,848
01/05/2019 18:30;34;43,86;148,29;6,51;25;1,189
01/05/2019 19:30;44;34,43;127,84;5,41;28;1,188
01/05/2019 20:30;24;17,12;122,58;3,88;17;0,928
01/05/2019 21:30;16;11,68;122,04;3,02;13;0,785
01/05/2019 22:30;8;;;;;
01/05/2019 23:30;;4,29;73,92;1,75;;0,696
02/05/2019 00:30;9;2,54;36,88;;;0,726
02/05/2019 01:30;11;1,39;38,34;;7;0,607
02/05/2019 02:30;9;1,14;38,67;;;0,596
02/05/2019 03:30;10;1,31;38,57;0,88;8;0,592
02/05/2019 04:30;12;1,84;38,2;0,88;7;0,574
02/05/2019 05:30;9;5,88;89,91;2,08;;0,615
02/05/2019 06:30;22;12,73;172,23;4,01;10;0,756
02/05/2019 07:30;19;22,07;297,86;6,75;11;0,848
02/05/2019 08:30;9;19,17;292,97;6,42;;0,811
02/05/2019 09:30;;16,83;282,22;5,9;;0,764
02/05/2019 10:30;26;17,97;275,98;5,57;18;0,742
02/05/2019 11:30;24;20,37;297,68;5,52;19;0,735
